the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.77647762052706 40.78218072228433),4,Queens,407,19,26,11,3,QN04343,SW,BELL BLVD,23 AV,-73.776.479,40.782.189,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88503558829547 40.75332073118977),4,Queens,403,25,39,13,6,QN04345,SW,82 ST,34 AV,-73.885.037,40.753.329,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81968861021416 40.72294673522926),4,Queens,408,24,27,14,6,QN04346,NE,MAIN ST,76 AV,-7.381.969,40.722.955,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83014660465408 40.76821372647188),4,Queens,407,20,40,16,6,QN04347,NW,32 AV,138 ST,-73.830.148,40.768.222,Flushing-Willets Point,AE,,3
POINT (-73.80048661400478 40.77709572386527),4,Queens,407,19,40,11,3,QN04348,SW,FRANCIS LEWIS BLVD,163 ST,-73.800.488,40.777.104,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82216660627854 40.78670472235167),4,Queens,407,19,27,11,3,QN04349,SE,PARSONS BLVD,14 AV,-73.822.168,40.786.713,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79442861641256 40.75362372799541),4,Queens,407,19,26,16,6,QN04350,NE,46 AV,AUBURNDALE LA,-7.379.443,40.753.632,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72536263774997 40.764791723878375),4,Queens,411,19,26,11,3,QN04351,NW,NASSAU BLVD,LITTLE NECK PKWY,-73.725.364,407.648,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82369660909164 40.73015473368373),4,Queens,408,24,27,14,6,QN04352,NW,MAIN ST,JEWEL AV,-73.823.698,40.730.163,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79540661513113 40.77266272468998),4,Queens,407,19,26,16,3,QN04353,SW,FRANCIS LEWIS BLVD,169 ST,-73.795.408,40.772.671,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7893876201316 40.72662173315678),4,Queens,408,24,25,16,6,QN04354,NW,UNION TURNPIKE,179 ST,-73.789.389,4.072.663,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79066261870535 40.73941873115969),4,Queens,408,24,25,16,6,QN04355,SE,HORACE HARDING EXPWY,183 ST,-73.790.664,40.739.427,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81688260928448 40.765224727030926),4,Queens,407,20,40,16,6,QN04357,SE,NORTHERN BLVD,149 ST,-73.816.884,40.765.233,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82739360872525 40.71299173699528),4,Queens,409,29,27,14,5,QN04358,NW,QUEENS BLVD,82 AV,-73.827.395,40.713,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80921561402945 40.719739735479315),4,Queens,408,24,25,14,6,QN0436,SW,UNION TURNPIKE,PARSONS BLV,-73.809.217,40.719.748,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82586460858849 40.729430733708995),4,Queens,408,24,27,14,6,QN04360,NW,JEWEL AV,140 ST,-73.825.866,40.729.439,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8213656107449 40.71743473621381),4,Queens,408,24,27,14,6,QN04361,NE,UNION TURNPIKE,VLEIGH PL,-73.821.367,40.717.443,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83192160746276 40.71452373710956),4,Queens,406,29,28,14,5,QN04362,SE,QUEENS BLVD,UNION TURNPIKE,-73.831.923,40.714.532,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78298061946394 40.77678272297316),4,Queens,407,19,26,11,3,QN04363,NW,CORPORAL KENNEDY ST,26 AV,-73.782.982,40.776.791,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7623056292576 40.71997473331982),4,Queens,408,23,24,11,5,QN04364,NE,HILLSIDE AV,202 ST,-73.762.307,40.719.983,Jamaica Estates-Holliswood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80759161506009 40.71446173672788),4,Queens,408,24,24,11,6,QN04365,NW,PARSONS BLVD,HOOVER AV,-73.807.593,4.071.447,Jamaica Hills-Briarwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76951062578456 40.731734731874575),4,Queens,408,23,24,11,6,QN04366,SE,UNION TURNPIKE,FRANCIS LEWIS BLVD,-73.769.512,40.731.743,Cunningham Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82152761212063 40.69112374135865),4,Queens,409,28,24,15,5,QN04367,SE,101 AV,124 ST,-73.821.529,40.691.132,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81057861301694 40.72536173441118),4,Queens,408,24,27,16,6,QN0437,NE,PARSONS BLVD,76 AV,-7.381.058,4.072.537,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85843260069903 40.68063574476597),4,Queens,409,32,23,15,7,QN04370,SE,101 AV,80 ST,-73.858.434,40.680.644,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86023960054209 40.68012374507602),4,Queens,409,32,23,15,7,QN04371,SE,101 AV,77 ST,-73.860.241,40.680.132,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.85182960252827 40.687152742798816),4,Queens,409,32,38,15,7,QN04372,SE,ATLANTIC AV,90 ST,-73.851.831,40.687.161,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82078061139576 40.7021397396534),4,Queens,409,29,24,14,5,QN04373,NW,JAMAICA AV,132 ST,-73.820.782,40.702.148,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83634260602035 40.70056974007169),4,Queens,409,32,24,15,5,QN04374,NW,MYRTLE AV,114 ST,-73.836.344,40.700.578,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82938460824569 40.70945373775292),4,Queens,409,29,28,14,5,QN04375,NE,LEFFERTS BLVD,AUSTIN ST,-73.829.386,40.709.462,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83013360733736 40.7135057375934),4,Queens,409,29,27,14,5,QN04376,NE,KEW GARDENS RD,80 RD,-73.830.135,40.713.514,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88811858623008 40.767591729088686),4,Queens,401,21,35,11,14,QN04377,NW,DITMARS BLVD,82 ST,-7.388.812,407.676,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86697559681504 40.6914177431967),4,Queens,409,30,38,15,7,QN04378,NE,JAMAICA AV,DEXTER CT,-73.866.977,40.691.426,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80672061232671 40.763406726598575),4,Queens,407,19,40,16,3,QN04379,NW,NORTHERN BLVD,159 ST,-73.806.722,40.763.415,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82792560509941 40.76553872741203),4,Queens,407,20,40,16,6,QN04380,NW,UNION ST,35 AV,-73.827.927,40.765.547,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.86220559617594 40.73428473403592),4,Queens,406,29,35,13,6,QN04381,SE,HORACE HARDING EXPWY,97 ST,-73.862.207,40.734.293,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.81491961189373 40.73416073234487),4,Queens,408,24,27,16,6,QN04382,NW,KISSENA BLVD,MELBOURNE AV,-73.814.921,40.734.169,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81447161185748 40.73190773292758),4,Queens,408,24,27,16,6,QN04383,SE,JEWEL AV,KISSENA BLVD,-73.814.473,40.731.916,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85472460102574 40.70245374036539),4,Queens,482,30,38,15,5,QN04384,SE,MYRTLE AV,WOODHAVEN BLVD,-73.854.726,40.702.462,Forest Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83470760761311 40.700387740388265),4,Queens,409,29,24,15,5,QN04385,NE,MYRTLE AV,115 ST,-73.834.709,40.700.396,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81082261319192 40.72553573430228),4,Queens,408,24,27,14,6,QN04386,NW,PARSONS BLVD,76 AV,-73.810.824,40.725.544,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81037461335401 40.72394573458459),4,Queens,408,24,27,16,6,QN04387,NE,PARSONS BLVD,77 AV,-73.810.376,40.723.954,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81946061274033 40.6918857415291),4,Queens,409,28,24,15,5,QN04388,NW,101 AV,127 ST,-73.819.462,40.691.894,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84887760375804 40.68352274399398),4,Queens,409,32,38,15,5,QN04389,NW,101 AV,92 ST,-73.848.879,40.683.531,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83156060775103 40.701696740071135),4,Queens,409,29,24,14,5,QN04390,NE,LEFFERTS BLVD,HILLSIDE AV,-73.831.562,40.701.705,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90276158237519 40.74154773453636),4,Queens,402,26,30,12,6,QN04392,NW,QUEENS BLVD,63 ST,-73.902.763,40.741.556,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90074458321122 40.74577873348442),4,Queens,402,26,30,12,6,QN04393,SE,ROOSEVELT AV,63 ST,-73.900.746,40.745.787,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77042862870955 40.68428274065102),4,Queens,412,27,29,14,5,QN04394,NE,MERRICK BLVD,BAISLEY BLVD,-7.377.043,40.684.291,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.7659816307252 40.67517874238202),4,Queens,412,27,32,10,5,QN04395,SE,BEDELL ST,134 RD,-73.765.983,40.675.187,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90486958216106 40.74128873415541),4,Queens,402,26,30,12,7,QN04396,SW,QUEENS BLVD,60 ST,-73.904.871,40.741.297,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93009257339052 40.74472873453067),4,Queens,402,26,37,12,7,QN04397,NW,QUEENS BLVD,35 ST,-73.930.094,40.744.737,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89867058355658 40.74599873321783),4,Queens,402,26,30,12,6,QN04398,SE,ROOSEVELT AV,65 Pl,-73.898.672,40.746.007,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91990757779199 40.74354673427772),4,Queens,402,26,37,12,7,QN04399,NW,QUEENS BLVD,45 ST,-73.919.909,40.743.555,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85566460183831 40.681594744373285),4,Queens,409,32,38,15,7,QN04402,NW,101 AV,84 ST,-73.855.666,40.681.603,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77517862685559 40.68738574058742),4,Queens,412,27,29,14,5,QN04403,NE,MERRICK BLVD,FOCH BLVD,-7.377.518,40.687.394,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76060863134649 40.69220473886321),4,Queens,412,27,33,14,5,QN04404,NW,LINDEN BLVD,191 ST,-7.376.061,40.692.213,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75652263235953 40.69317073898603),4,Queens,412,27,29,14,5,QN04405,SE,LINDEN BLVD,195 ST,-73.756.524,40.693.179,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7900786216962 40.70265973772568),4,Queens,412,27,29,14,5,QN04406,SW,LIBERTY AV,168 PL,-7.379.008,40.702.668,South Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80642461556582 40.712222736570986),4,Queens,408,24,24,11,6,QN04407,NE,PARSONS BLVD,85 AV,-73.806.426,40.712.231,Jamaica Hills-Briarwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83920660873123 40.655567748808004),4,Queens,410,32,23,19,5,QN04408,SW,CROSS BAY BLVD,161 AV,-73.839.208,40.655.576,Howard Beach-Lindenwood,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.7923776188725 40.73895273134196),4,Queens,408,24,25,16,6,QN04409,SE,HORACE HARDING EXPWY,UTOPIA PKWY,-73.792.379,40.738.961,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75146163460167 40.69457073796485),4,Queens,412,27,33,14,5,QN04410,SE,LINDEN BLVD,201 ST,-73.751.463,40.694.579,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74653063615007 40.696097737754386),4,Queens,412,27,33,14,5,QN04411,NW,LINDEN BLVD,FRANCIS LEWIS BLVD,-73.746.532,40.696.106,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9134175776156 40.76567372972762),4,Queens,401,22,36,12,14,QN04414,NE,STEINWAY ST,28 AV,-73.913.419,40.765.682,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91238457872234 40.76256973081291),4,Queens,401,22,34,12,14,QN04415,SE,30 AV,43 ST,-73.912.386,40.762.578,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95211056670172 40.749244734598946),4,Queens,402,26,36,59,7,QN04416,NE,VERNON BLVD,44 DR,-73.952.112,40.749.253,Long Island City-Hunters Point,AE,,2
POINT (-73.89719258216958 40.77317072822868),4,Queens,401,22,34,11,14,QN04417,SE,20 AV,47 ST,-73.897.194,40.773.179,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76585662913956 40.69204473944427),4,Queens,412,27,29,14,5,QN04418,SE,LINDEN BLVD,NEWBURG ST,-73.765.858,40.692.053,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.75470463350104 40.693834738270866),4,Queens,412,27,29,14,5,QN04419,NE,LINDEN BLVD,197 ST,-73.754.706,40.693.843,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80904561430306 40.719537735378815),4,Queens,408,24,25,14,6,QN0442,SW,PARSONS BLVD,UNION TURNPIKE,-73.809.047,40.719.546,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75377063482081 40.68003074106639),4,Queens,412,27,29,14,5,QN04422,SW,MERRICK BLVD,SPRINGFIELD BLVD,-73.753.772,40.680.039,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92728757498519 40.74440473430518),4,Queens,402,26,37,12,7,QN04423,NW,QUEENS BLVD,38 ST,-73.927.289,40.744.413,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90486558174224 40.74179773465676),4,Queens,402,26,30,12,6,QN04424,NW,QUEENS BLVD,60 ST,-73.904.867,40.741.806,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84343260589145 40.674822745692126),4,Queens,410,32,23,15,5,QN04426,SW,CROSS BAY BLVD,DOXEY PL (133 AV),-73.843.434,40.674.831,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.77550862156392 40.77990372239664),4,Queens,407,19,26,11,3,QN04428,NW,BELL BLVD,24 AV,-7.377.551,40.779.912,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.76396862990303 40.691774739629764),4,Queens,412,27,29,14,5,QN04429,SW,LINDEN BLVD,EVERITT  PL,-7.376.397,40.691.783,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80387561613377 40.71959873506154),4,Queens,408,24,25,16,6,QN0443,NE,164 ST,GOETHALS AV,-73.803.877,40.719.607,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76702762774335 40.71306573507648),4,Queens,412,27,29,14,5,QN04430,SE,JAMAICA AV,193 ST,-73.767.029,40.713.074,Hollis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79974161380973 40.78278672293231),4,Queens,407,19,27,11,3,QN04431,SW,WILLETS PT BLVD,17 AV,-73.799.743,40.782.795,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82617260685359 40.748059730669894),4,Queens,407,20,25,16,6,QN04434,SW,MAIN ST,56 AV,-73.826.174,40.748.068,Queensboro Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.925327573534 40.7688137294079),4,Queens,401,22,36,59,14,QN04436,NW,30 AV,CRESCENT ST,-73.925.329,40.768.822,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88738158667016 40.76533972897774),4,Queens,403,22,35,13,14,QN04437,NW,82 ST,ASTORIA BLVD,-73.887.383,40.765.348,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.905279584096 40.70015574280707),4,Queens,405,34,38,18,7,QN04439,SE,MYRTLE AV,CORNELIA ST,-73.905.281,40.700.164,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8229656081426 40.75413572944205),4,Queens,407,20,40,16,6,QN04441,NE,KISSENA BLVD,CHERRY AV,-73.822.967,40.754.144,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81495561097032 40.73772573185934),4,Queens,408,24,27,16,6,QN04442,SW,KISSENA BLVD,64 AV,-73.814.957,40.737.734,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93197557277233 40.74494373514493),4,Queens,402,26,37,12,7,QN04443,NW,QUEENS BLVD,33 ST,-73.931.977,40.744.952,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92452457600976 40.739970735518085),4,Queens,402,26,37,12,7,QN04453,NW,48 AV,GREENPOINT AV,-73.924.526,40.739.979,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92166157708958 40.73963073526012),4,Queens,402,26,37,12,7,QN04454,NW,48 AV,44 ST,-73.921.663,40.739.639,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79984461749793 40.72292773424369),4,Queens,408,24,25,16,6,QN04455,SE,UNION TURNPIKE,168 ST,-73.799.846,40.722.936,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81971661044186 40.72240273517214),4,Queens,408,24,27,14,6,QN04456,SW,MAIN ST,76 AV,-73.819.718,40.722.411,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82539560838842 40.73536773241431),4,Queens,408,24,27,16,6,QN04457,SW,MAIN ST,GRAVETT RD,-73.825.397,40.735.376,Mount Hebron & Cedar Grove Cemeteries,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.842978606721 40.670332746469725),4,Queens,410,32,23,15,5,QN04458,SW,CROSS BAY BLVD,149 AV,-7.384.298,40.670.341,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80556361418286 40.73182773302763),4,Queens,408,24,27,16,6,QN04461,NW,JEWEL AV,164 ST,-73.805.565,40.731.836,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76206162978961 40.71982173373209),4,Queens,412,23,29,11,5,QN04628,SW,HILLSIDE AV,202 ST,-73.762.063,4.071.983,Hollis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75809863223552 40.69918573766565),4,Queens,412,27,33,14,5,QN04631,NE,MURDOCK AV,196 ST,-737.581,40.699.194,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8910945850079 40.760368729879126),4,Queens,403,22,34,13,14,QN04632,SW,77 ST,30 AV,-73.891.096,40.760.377,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78309662493722 40.68462074160192),4,Queens,412,28,32,10,5,QN04633,NE,GUY BREWER BLVD,FOCH BLVD,-73.783.098,40.684.629,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78083061924418 40.78023072250646),4,Queens,407,19,26,11,3,QN04634,NE,211 ST,23 AV,-73.780.832,40.780.239,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93924157048814 40.74972273411834),4,Queens,402,26,36,59,7,QN04636,SW,28 ST,QUEENS PLZ SOUTH,-73.939.243,40.749.731,Long Island City-Hunters Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77309862263002 40.767853724731864),4,Queens,411,19,26,16,3,QN04892,NE,BELL BLVD,36 AV,-737.731,40.767.862,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82564660732507 40.74288673096052),4,Queens,407,20,25,16,6,QN04897,NW,MAIN ST,HORACE HARDING EXPWY,-73.825.648,40.742.895,Queensboro Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90806858212612 40.72045473901264),4,Queens,405,30,37,12,6,QN04899,SE,GRAND AV,59 ST,-7.390.807,40.720.463,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79384761829832 40.72496073362996),4,Queens,408,24,25,16,5,QN0490,SE,UNION TURNPIKE,175 ST,-73.793.849,40.724.969,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75867162777467 40.76183872567339),4,Queens,411,19,26,16,6,QN04900,SW,NORTHERN BLVD,223 ST,-73.758.673,40.761.847,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84305560631557 40.67276774605481),4,Queens,410,32,23,15,5,QN04901,NE,CROSS BAY BLVD,PITKIN AV,-73.843.057,40.672.776,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9287325732197 40.76848772968247),4,Queens,401,22,36,59,14,QN04903,NE,21 ST,30 DR,-73.928.734,40.768.496,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.82891060819226 40.71454673668639),4,Queens,409,29,27,14,5,QN04904,SE,UNION TURNPIKE,QUEENS BLVD,-73.828.912,40.714.555,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72746264258177 40.69048873855478),4,Queens,413,27,33,14,5,QN04905,NE,235 ST,LINDEN BLVD,-73.727.464,40.690.497,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73668963628931 40.73802672898745),4,Queens,413,23,26,11,3,QN04906,NW,UNION TURNPIKE,235 ST,-73.736.691,40.738.035,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.757879629547 40.7408707290844),4,Queens,411,23,24,11,6,QN04908,SE,73 AV,BELL BLVD,-73.757.881,40.740.879,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81509660939304 40.76555672673874),4,Queens,407,20,40,16,6,QN04909,NE,150 ST,NORTHERN BLVD,-73.815.098,40.765.565,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77793762307657 40.730201732663915),4,Queens,408,23,25,16,6,QN0491,NW,UNION TURNPIKE,193 ST,-73.777.939,4.073.021,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86481059574763 40.73127973543482),4,Queens,406,29,39,12,6,QN04910,NW,QUEENS BLVD,62 DR,-73.864.812,40.731.288,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8498506005178 40.72405273591243),4,Queens,406,29,28,15,6,QN04913,SE,QUEENS BLVD,68 DR,-73.849.852,40.724.061,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75701862848689 40.749826727573584),4,Queens,411,23,25,16,6,QN04918,NE,SPRINGFIELD BLVD,HORACE HARDING EXPWY,-7.375.702,40.749.835,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75721062924768 40.74973372799813),4,Queens,411,23,25,16,6,QN04919,NW,SPRINGFIELD BLVD,HORACE HARDING EXPWY,-73.757.212,40.749.742,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82284460783072 40.75818972862138),4,Queens,407,20,40,16,6,QN04920,SE,SANFORD AV,BOWNE ST,-73.822.846,40.758.198,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8088066143041 40.720094734876525),4,Queens,408,24,27,16,6,QN04921,NE,UNION TURNPIKE,PARSONS BLVD,-73.808.808,40.720.103,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75661863366656 40.67124174264095),4,Queens,412,27,29,14,5,QN04924,SW,SPRINGFIELD BLVD,141 AV,-7.375.662,4.067.125,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83071960393863 40.76498072766989),4,Queens,407,20,40,16,6,QN04925,NE,LINDEN PL,35 AV,-73.830.721,40.764.989,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.9063555819511 40.74586473354187),4,Queens,402,26,37,12,6,QN04927,NE,58 ST,WOODSIDE AV,-73.906.357,40.745.873,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87110859374549 40.73312273517687),4,Queens,404,25,30,12,6,QN04928,SW,HOFFMAN DR,WOODHAVEN BLVD,-7.387.111,40.733.131,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8715975933533 40.73315773494662),4,Queens,404,25,30,12,6,QN04929,SW,HOFFMAN DR,WOODHAVEN BLVD,-73.871.599,40.733.166,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87189059281 40.733168735013855),4,Queens,404,25,30,12,6,QN04930,SW,HOFFMAN DR,WOODHAVEN BLVD,-73.871.892,40.733.177,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80003862510026 40.59182976002087),4,Queens,414,31,31,10,5,QN04931,SE,BEACH CHANNEL DR,BEACH 71 ST,-7.380.004,40.591.838,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.84483660494843 40.68043674456648),4,Queens,410,32,23,15,5,QN04932,NW,WOODHAVEN BLVD,LIBERTY AV,-73.844.838,40.680.445,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
